Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
China,100076,+76,4636 ,,93884.0,+26,1556.0,10,70,3,160000000,111163,1439323776 
USA,51610281,+163707,826719 ,+1653,40474346.0,+66544,10309216.0,15602,154596,2476,785300895,2352331,333839503
India,34733194,+7145,477158 ,+289,34162765.0,+7886,93271.0,8944,24812,341,661507694,472564,1399828108
Brazil,22209020,+4079,617647 ,+126,21414318.0,,177055.0,8318,103410,2876,63776166,296954,214767569
UK,11189010,+92597,147048 ,+111,9697659.0,+39284,1344303.0,875,163565,2150,384287490,5617644,68407231
Russia,10159389,+27743,295104 ,+1080,8914225.0,+37437,950060.0,2300,69572,2021,234000000,1602455,146025949
Turkey,9136565,+18141,80053 ,+190,8737174.0,+24245,319338.0,1128,106655,934,113684162,1327079,85664955
France,8518840,+58128,121333 ,+162,7467229.0,+37030,930278.0,2901,130089,1853,178020146,2718502,65484659
Germany,6757593,+48375,108606 ,+452,5679400.0,+60800,969587.0,4636,80280,1290,87852398,1043681,84175561
Iran,6167650,+2196,130992 ,+46,5995734.0,+4836,40924.0,2941,72083,1531,40463565,472908,85563317
Spain,5455527,+33359,88708 ,+41,4968287.0,+3218,398532.0,1306,116618,1896,66213858,1415393,46781255
Argentina,5382290,+5648,116892 ,+18,5228552.0,+3100,36846.0,756,117513,2552,26961711,588661,45801766
Italy,5336788,+28625,135421 ,+120,4869406.0,+14457,331961.0,923,88457,2245,129104696,2139910,60331833
Colombia,5103269,+1803,129345 ,+50,4943964.0,+1573,29960.0,342,98757,2503,28885434,558980,51675252
Indonesia,4260148,+291,143986 ,+7,4111250.0,+205,4912.0,,15338,518,59652804,214772,277749346
Mexico,3927265,+2627,297356 ,+169,3281944.0,+2041,347965.0,4798,29999,2271,12133530,92685,130911878
Poland,3923467,+20022,90872 ,+566,3386221.0,+24693,446374.0,2106,103834,2405,26068551,689900,37786004
Ukraine,3597046,+8899,92641 ,+328,3306465.0,+21650,197940.0,177,82978,2137,16439563,379233,43349525
South Africa,3276529,+20713,90297 ,+35,2975417.0,+20498,210815.0,546,54246,1495,20985692,347440,60400983
Netherlands,2952128,+15367,20370 ,+60,2334922.0,+20705,596836.0,622,171732,1185,19205114,1117207,17190297
Philippines,2837264,+382,50569 ,+73,2776433.0,+200,10262.0,899,25398,453,24814389,222129,111711419
Malaysia,2711764,+4362,31044 ,+18,2625245.0,+5098,55475.0,400,82245,942,39517168,1198517,32971734
Czechia,2388300,+9493,35123 ,+93,2154750.0,+556,198427.0,895,222415,3271,45951590,4279333,10738025
Peru,2261883,+1703,202120 ,+44,,,,940,67233,6008,21074547,626423,33642689
Thailand,2185497,+3537,21325 ,+41,2120691.0,+5459,43481.0,1061,31196,304,14913135,212874,70056018
Iraq,2090026,+357,24042 ,+12,2058994.0,+688,6990.0,91,50314,579,16643095,400656,41539586
Belgium,1990160,+10040,27859 ,+39,1487522.0,+9377,474779.0,804,170634,2389,26251807,2250795,11663349
Canada,1866907,+8908,30032 ,+20,1788221.0,+4143,48654.0,455,48839,786,50635831,1324654,38225700
Romania,1796973,+743,58087 ,+40,1723129.0,+1344,15757.0,570,94329,3049,16614265,872139,19050013
Chile,1789109,+1433,38812 ,+39,1693803.0,+2074,56494.0,637,92432,2005,26629390,1375771,19355981
Japan,1729401,+193,18378 ,+2,1709967.0,+128,1056.0,26,13735,146,28709972,228019,125910309
Bangladesh,1580750,+191,28043 ,+2,1545259.0,+145,7448.0,1352,9461,168,11234771,67239,167086674
Vietnam,1508473,+15236,29103 ,+246,1095518.0,+31057,383852.0,7912,15296,295,72059048,730686,98618321
Israel,1354001,+720,8230 ,,1338654.0,,7117.0,78,145186,882,36081323,3868896,9326000 
Pakistan,1290491,+277,28863 ,+14,1252157.0,+243,9471.0,718,5681,127,22730952,100069,227153261
Serbia,1280644,+1199,12336 ,+30,1240267.0,+2149,28041.0,140,147439,1420,7045574,811150,8685907
Sweden,1250885,,15197 ,,1172371.0,+1206,63317.0,79,122740,1491,14208757,1394204,10191301
Austria,1245232,+2899,13438 ,+52,1180605.0,+5690,51189.0,516,137117,1480,116984758,12881647,9081506
Hungary,1218295,+4977,37530 ,+154,1026254.0,+10165,154511.0,519,126583,3899,8947845,929696,9624483
Portugal,1215774,+4644,18741 ,+24,1126627.0,+3886,70406.0,147,119743,1846,23437697,2308397,10153235
Switzerland,1169968,+5397,11967 ,+24,916036.0,+5574,241965.0,294,133755,1368,13462260,1539051,8747117
Jordan,1031549,+3705,12151 ,+33,956274.0,+4737,63124.0,1279,99656,1174,12994788,1255398,10351129
Greece,1026902,+4761,19736 ,+85,946570.0,+3428,60596.0,684,99231,1907,42359057,4093215,10348603
Kazakhstan,981981,+546,12903 ,+7,951686.0,+577,17392.0,528,51400,675,11575012,605869,19104802
Cuba,963958,+73,8313 ,,955259.0,+60,386.0,12,85182,735,11414517,1008661,11316508
Morocco,952398,+209,14804 ,+2,936277.0,+232,1317.0,103,25364,394,10624522,282946,37549670
Georgia,904181,+2979,12971 ,+53,852560.0,+3470,38650.0,,227297,3261,12355785,3106052,3977971
Nepal,825445,+269,11570 ,+3,808353.0,+270,5522.0,114,27605,387,4758719,159144,29901897
Slovakia,798663,+4497,15843 ,+113,697019.0,+15169,85801.0,545,146181,2900,4937052,903641,5463508
UAE,743586,+234,2151 ,,738387.0,+127,3048.0,,73879,214,106271965,10558601,10064966
Bulgaria,723433,+1614,30014 ,+81,598212.0,+1416,95207.0,537,105273,4368,7077012,1029841,6871948
Tunisia,720720,+202,25455 ,+4,693664.0,+193,1601.0,50,60064,2121,3258010,271517,11999299
Lebanon,697774,+1606,8912 ,+12,646262.0,+2182,42600.0,186,102905,1314,4795578,707234,6780749
Belarus,681517,+1644,5355 ,+17,672829.0,+1828,3333.0,,72158,567,10770753,1140392,9444779
Croatia,669940,+3778,11879 ,+54,634130.0,+3875,23931.0,288,164675,2920,3627745,891723,4068244
Ireland,644143,+3595,5835 ,,505210.0,+3632,133098.0,106,128357,1163,9313992,1855981,5018366
Guatemala,623449,+254,16065 ,+4,606638.0,+260,746.0,5,33884,873,3214583,174712,18399375
Azerbaijan,608815,+755,8167 ,+18,583914.0,+1671,16734.0,,59265,795,5729433,557733,10272715
Denmark,600468,+11194,3054 ,+3,498709.0,+4547,98705.0,63,103137,525,100910131,17332501,5822018
Sri Lanka,578439,+715,14720 ,+22,546839.0,+341,16880.0,,26849,683,5726599,265803,21544486
Costa Rica,568538,+110,7340 ,+4,559654.0,+158,1544.0,50,110137,1422,2881944,558290,5162088
Bolivia,560684,+2119,19391 ,+19,508522.0,+1351,32771.0,220,47094,1629,2615853,219716,11905590
S. Korea,551551,+7434,4591 ,+73,448809.0,+3839,98151.0,971,10744,89,15804065,307869,51333692
Saudi Arabia,550622,+80,8860 ,+2,539885.0,+92,1877.0,31,15464,249,32250028,905757,35605616
Ecuador,536129,+715,33593 ,+7,443880.0,,58656.0,759,29728,1863,2094849,116159,18034298
Myanmar,527931,+217,19208 ,+7,504856.0,+374,3867.0,,9609,350,5872707,106888,54942874
Lithuania,499353,+1649,7078 ,+17,464394.0,+1429,27881.0,136,187253,2654,6431380,2411712,2666728
Panama,482677,+447,7398 ,+1,471413.0,+274,3866.0,14,109353,1676,4351363,985820,4413953
Paraguay,464176,+80,16528 ,+5,446885.0,+63,763.0,57,63931,2276,1994441,274697,7260522
Slovenia,446506,+1278,5464 ,+12,421617.0,+1727,19425.0,236,214733,2628,2018558,970761,2079356
Venezuela,440784,+386,5272 ,+7,429050.0,+405,6462.0,681,15565,186,3359014,118617,28318128
Palestine,435806,+333,4594 ,+4,427253.0,+363,3959.0,53,82626,871,2801820,531206,5274448
Kuwait,413972,+81,2466 ,,411030.0,+30,476.0,3,94887,565,5676353,1301078,4362808
Dominican Republic,411266,+252,4222 ,+2,405494.0,+339,1550.0,89,37365,384,2523473,229264,11006851
Uruguay,403899,+317,6150 ,+1,395155.0,+221,2594.0,21,115686,1762,4259718,1220085,3491328
Mongolia,386520,+262,2041 ,,313256.0,,71223.0,192,115194,608,4030048,1201071,3355380
Libya,381023,+559,5589 ,+6,368854.0,+918,6580.0,,54372,798,1972665,281497,7007766
Honduras,378735,+50,10428 ,+4,123190.0,+408,245117.0,38,37370,1029,1131421,111639,10134641
Ethiopia,375019,+617,6859 ,+4,350777.0,+80,17383.0,146,3148,58,3963291,33272,119117925
Egypt,373509,+910,21277 ,+43,310749.0,+700,41483.0,90,3552,202,3693367,35124,105152003
Moldova,371850,+440,9466 ,+16,356929.0,+323,5455.0,204,92494,2355,2288376,569212,4020254
Norway,343697,+4689,1204 ,+2,88952.0,,253541.0,118,62682,220,9044376,1649474,5483188
Armenia,343350,+193,7885 ,+11,327539.0,+510,7926.0,,115554,2654,2479389,834435,2971340
Oman,304783,,4113 ,,300122.0,,548.0,3,57549,777,25000000,4720472,5296081
Bosnia and Herzegovina,284272,+488,13121 ,+30,192218.0,,78933.0,,87442,4036,1444359,444285,3250975
Bahrain,278309,+52,1394 ,,276494.0,+36,421.0,1,155674,780,7736812,4327638,1787768
Singapore,275384,+412,809 ,+1,270353.0,+570,4222.0,33,46537,137,21098774,3565440,5917579
Latvia,265806,+841,4430 ,+11,251877.0,+1400,9499.0,94,143238,2387,5501990,2964918,1855697
Kenya,260166,+1609,5353 ,+3,249192.0,+38,5621.0,1,4688,96,2915257,52527,55499737
Qatar,246188,+164,614 ,,243218.0,+238,2356.0,11,87680,219,3090312,1100615,2807805 
Australia,242767,+3798,2134 ,+8,218104.0,+1446,22529.0,106,9362,82,51082842,1969868,25932108
Estonia,231118,+604,1874 ,+5,215965.0,+607,13279.0,18,174056,1411,2432660,1832044,1327839
Nigeria,222655,+1584,2984 ,+1,211373.0,+28,8298.0,11,1042,14,3686403,17259,213593168
North Macedonia,220794,+327,7794 ,+16,207563.0,+325,5437.0,,105985,3741,1515236,727343,2083249
Zambia,214433,+1294,3674 ,+1,206877.0,+77,3882.0,70,11206,192,2811454,146929,19134794
Algeria,214044,+299,6175 ,+4,147263.0,+194,60606.0,27,4756,137,230861,5129,45007069
Finland,213318,+2079,1454 ,+8,46000.0,,165864.0,46,38413,262,8317334,1497727,5553303
Albania,205224,+296,3158 ,+2,196700.0,+402,5366.0,23,71427,1099,1433262,498838,2873203
Botswana,199864,,2425 ,,192452.0,,4987.0,1,82557,1002,1960578,809845,2420931
Uzbekistan,196739,+217,1453 ,+4,193478.0,+201,1808.0,23,5756,43,1377915,40316,34177618
Zimbabwe,189567,+3263,4779 ,+8,134081.0,+1944,50707.0,12,12489,315,1767224,116426,15178913
Kyrgyzstan,184123,+29,2779 ,+2,179205.0,+39,2139.0,131,27558,416,1880900,281514,6681366
Montenegro,160655,+198,2372 ,+5,156302.0,+224,1981.0,60,255746,3776,935932,1489906,628182
Mozambique,158111,+1382,1948 ,,150239.0,+33,5924.0,13,4860,60,1020772,31377,32532461
