Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
China,99679,+75,4636 ,None,93720,+24,1323,28,69,3,160000000,111163,1439323776 
USA,50922939,+88497,818766 ,+432,40039066,+31348,10065107,15001,152549,2453,775385678,2322814,333813037
India,34697860,+7350,475636 ,+202,34122795,+8464,99429,8944,24791,340,655816759,468560,1399642907
Brazil,22189867,+1688,616941 ,+82,21414318,None,158608,8318,103330,2873,63776166,296983,214746959
UK,10818807,+48618,146439 ,+52,9490407,+36978,1181961,900,158164,2141,376784859,5508360,68402369
Russia,10016896,+29929,289483 ,+1132,8741355,+31391,986058,2300,68597,1982,231600000,1586029,146025097
Turkey,9040179,+17956,79151 ,+182,8614742,+22648,346286,1128,105545,924,111908324,1306538,85652564
France,8258692,+43848,120431 ,+48,7299854,+5201,838407,2602,126120,1839,172371975,2632329,65482691
Germany,6530912,+29633,106331 ,+123,5395300,+27000,1029281,4636,77590,1263,87852398,1043726,84171911
Iran,6154813,+2289,130722 ,+61,5969591,+6218,54500,3104,71945,1528,40054772,468211,85548631
Argentina,5358455,+1570,116771 ,+11,5216007,+2329,25677,693,117007,2550,26686014,582714,45796106
Spain,5323392,+16601,88449 ,+34,4950068,+3560,284875,1056,113794,1891,66213858,1415400,46781008
Italy,5225509,+19207,134839 ,+68,4805809,+8151,284861,829,86611,2235,125992518,2088284,60333042
Colombia,5093534,+2026,129107 ,+51,4933825,+1521,30602,342,98582,2499,28625046,554020,51667847
Indonesia,4259143,+163,143936 ,+7,4110049,+184,5158,None,15337,518,58183343,209511,277709857
Mexico,3917361,+2655,296620 ,+235,3271058,+2022,349683,4798,29928,2266,12065033,92175,130893384
Poland,3828246,+19450,88479 ,+65,3289117,+25554,450650,2142,101312,2342,25609282,677735,37786568
Ukraine,3559092,+5275,91027 ,+238,3195913,+11626,272152,177,82095,2100,16294537,375856,43353095
South Africa,3167497,+37875,90137 ,+21,2913232,+32760,164128,546,52450,1493,20238805,335131,60390768
Netherlands,2880426,+16588,20112 ,+38,2249161,+16134,611153,637,167566,1170,19205114,1117240,17189780
Philippines,2836443,+253,50280 ,+184,2774860,+312,11303,899,25395,450,24673354,220906,111691492
Malaysia,2691639,+3490,30879 ,+17,2601908,+5399,58852,407,81649,937,39173380,1188294,32966069
Czechia,2334330,+9083,34536 ,+91,2072103,+261,227691,1012,217395,3216,45474681,4235027,10737755
Peru,2254373,+1527,201770 ,+37,N/A,N/A,N/A,969,67022,5999,20854234,619990,33636412
Thailand,2168646,+3787,21169 ,+20,2095859,+5606,51618,1369,30957,302,14913135,212882,70053632
Iraq,2087837,+340,23978 ,+13,2055454,+758,8405,76,50276,577,16553566,398620,41527225
Belgium,1938251,+8479,27540 ,+36,1433411,+11912,477300,827,166193,2361,25785017,2210903,11662662
Canada,1836686,+4610,29926 ,+12,1769337,+3455,37423,469,48054,783,50051754,1309529,38221184
Romania,1793149,+716,57704 ,+45,1715859,+1620,19586,722,94120,3029,16418691,861794,19051756
Chile,1782804,+1577,38686 ,+40,1682379,+2932,61739,670,92117,1999,26341034,1361031,19353742
Japan,1728689,+141,18373 ,+1,1709386,+116,930,25,13729,146,28470838,226111,125915575
Bangladesh,1579325,+329,28028 ,+6,1544150,+288,7147,1369,9453,168,11120198,66562,167064277
Vietnam,1413051,+14638,27839 ,+228,1054720,+1295,330492,7596,14330,282,71322461,723305,98606368
Israel,1350215,+443,8216 ,+6,1336391,+834,5608,100,144780,881,36081323,3868896,9326000 
Pakistan,1289049,+288,28830 ,+7,1251101,+674,9118,740,5676,127,22525190,99189,227094569
Serbia,1274047,+944,12178 ,+30,1229344,+2596,32525,177,146672,1402,6976359,803137,8686385
Sweden,1229217,None,15158 ,None,1167277,+925,46782,48,120624,1487,13934770,1367435,10190443
Austria,1228034,+2479,13162 ,+19,1144860,+6138,70012,568,135234,1449,114668040,12627519,9080805
Portugal,1194288,+3879,18658 ,+13,1107513,+1397,68117,143,117622,1838,22787039,2244224,10153639
Hungary,1182922,None,36429 ,None,968897,None,177596,573,122903,3785,8768881,911070,9624817
Switzerland,1127066,+5215,11826 ,+14,895436,+3931,219804,273,128863,1352,13030943,1489889,8746253
Jordan,1010033,+3897,11982 ,+41,931323,+3971,66728,1295,97590,1158,12733099,1230281,10349746
Greece,1002877,+3225,19245 ,+88,919746,+7414,63886,708,96903,1860,40616801,3924596,10349295
Kazakhstan,979484,+554,12852 ,+15,948214,+631,18418,528,51277,673,11575012,605967,19101735
Cuba,963628,+62,8313 ,None,954927,+65,388,16,85152,735,11328647,1001064,11316602
Morocco,951482,+102,14796 ,None,935067,+328,1619,103,25343,394,10567009,281459,37543695
Georgia,889286,+2922,12731 ,+36,832675,+4999,43880,None,223547,3200,12133846,3050180,3978075
Nepal,824222,+242,11554 ,+1,806778,+234,5890,114,27571,386,4714778,157713,29894728
Slovakia,774857,+4913,15354 ,+50,652657,+7507,106846,581,141825,2810,4857976,889174,5463472
UAE,742802,+83,2151 ,None,737896,+75,2755,None,73813,214,104695497,10403660,10063333
Tunisia,719586,+152,25432 ,+5,692768,+151,1386,50,59977,2120,3229686,269194,11997610
Bulgaria,714688,+532,29536 ,+50,587577,+451,97575,629,103990,4298,6906046,1004858,6872659
Lebanon,690054,+1539,8848 ,+12,640860,None,40346,186,101760,1305,4795578,707191,6781164
Belarus,674723,+1454,5276 ,+15,665432,+1977,4015,None,71438,559,10671855,1129916,9444821
Croatia,654202,+2339,11619 ,+45,617482,+3676,25101,326,160793,2856,3578293,879493,4068588
Ireland,623623,+4667,5788 ,None,484213,+5478,133622,109,124287,1154,9313992,1856260,5017613
Guatemala,622168,+324,16036 ,+7,605184,+367,948,5,33823,872,3186458,173226,18394842
Azerbaijan,604480,+1226,8088 ,+18,576264,+1649,20128,None,58850,787,5677746,552769,10271468
Sri Lanka,572902,+714,14614 ,+19,545051,+425,13237,None,26593,678,5726599,265819,21543262
Costa Rica,568165,+96,7333 ,None,558961,+139,1871,64,110078,1421,2839020,550043,5161453
Denmark,554389,+5989,3014 ,+9,475922,+4281,75453,65,95227,518,98706173,16954755,5821740
Bolivia,552586,+1070,19305 ,None,503707,+805,29574,220,46422,1622,2602670,218649,11903414
Saudi Arabia,550240,+51,8853 ,+1,539477,+68,1910,29,15457,249,31980191,898365,35598204
Ecuador,533457,+267,33561 ,+3,443880,None,56016,759,29586,1861,2075736,115123,18030636
Myanmar,526661,+280,19183 ,+6,503107,+441,4371,None,9586,349,5794026,105465,54937899
S. Korea,517271,+6688,4253 ,+43,431606,+2350,81412,856,10077,83,15804065,307873,51333091
Lithuania,491125,+1241,6978 ,+19,456294,+232,27853,125,184132,2616,6349830,2380672,2667243
Panama,480781,+208,7386 ,None,470285,+176,3110,14,108946,1674,4310101,976677,4413024
Paraguay,463755,+48,16505 ,+3,446598,+53,652,54,63884,2274,1981198,272918,7259325
Slovenia,439952,+783,5409 ,+15,412022,+1466,22521,243,211581,2601,1995840,959837,2079352
Venezuela,438683,+796,5239 ,+5,426476,+903,6968,681,15491,185,3359014,118613,28319224
Palestine,433985,+305,4576 ,+7,425777,+270,3632,62,82306,868,2781723,527559,5272823
Kuwait,413711,+39,2466 ,None,410898,+34,347,3,94846,565,5571126,1277211,4361945
Dominican Republic,410265,+178,4218 ,None,404389,+216,1658,110,37279,383,2505224,227637,11005366
Uruguay,402509,+126,6145 ,+3,394078,+169,2286,13,115294,1760,4212437,1206600,3491164
Mongolia,385353,+157,2033 ,+2,313256,None,70064,192,114871,606,4030048,1201329,3354658
Honduras,378597,+36,10421 ,None,122591,None,245585,51,37365,1028,1126954,111222,10132487
Libya,378105,+655,5553 ,+13,363780,+1603,8772,None,53965,793,1951115,278473,7006489
Ethiopia,373115,+115,6829 ,None,350368,+76,15918,157,3133,57,3932787,33027,119078905
Moldova,369659,+257,9368 ,+14,354258,+293,6033,132,91946,2330,2273501,565494,4020382
Egypt,369198,+863,21060 ,+45,306605,+499,41533,90,3512,200,3693367,35133,105125595
Armenia,342538,+133,7802 ,+14,325394,+560,9342,None,115284,2626,2447762,823812,2971264
Norway,317880,+3622,1136 ,None,88952,None,227792,109,57980,207,8837513,1611917,5482610
Oman,304714,+11,4113 ,None,300096,+30,505,2,57555,777,25000000,4722059,5294301
Bosnia and Herzegovina,281628,+109,12961 ,+12,192218,None,76449,None,86621,3986,1426356,438710,3251253
Bahrain,278065,+28,1394 ,None,276355,+34,316,1,155608,780,7626655,4267961,1786955
Singapore,273362,+370,794 ,+5,267028,+830,5540,30,46200,134,21098774,3565819,5916951
Latvia,261944,+481,4375 ,+9,248267,+1374,9302,97,141135,2357,5450653,2936806,1855980
Kenya,256335,+201,5348 ,+2,248515,+4,2472,1,4620,96,2889613,52081,55483519
Qatar,245354,+166,613 ,+1,242336,+121,2405,9,87383,218,3061355,1090302,2807805 
Australia,228930,+1542,2104 ,+4,210848,+1284,15978,99,8829,81,50006586,1928666,25928068
Estonia,228279,+377,1852 ,+4,213179,+210,13248,23,171919,1395,2401703,1808747,1327827
North Macedonia,219408,+308,7732 ,+9,205946,+246,5730,None,105320,3712,1502730,721339,2083250
Nigeria,217481,+418,2981 ,None,207746,+43,6754,11,1019,14,3629527,16998,213523159
Algeria,212848,+196,6145 ,+8,146340,+168,60363,24,4730,137,230861,5131,44996238
Zambia,211077,+118,3670 ,+1,206670,+64,737,16,11035,192,2778680,145270,19127733
Albania,203787,+263,3134 ,+2,195247,+409,5406,23,70926,1091,1420872,494518,2873245
Finland,201051,None,1421 ,None,46000,None,153630,54,36205,256,8150123,1467648,5553186
Botswana,196090,None,2421 ,None,192452,None,1217,1,81020,1000,1929047,797034,2420281
Uzbekistan,195747,+223,1436 ,+2,192461,+201,1850,23,5728,42,1377915,40324,34170989
Kyrgyzstan,183965,+34,2770 ,+2,179009,+47,2186,131,27540,415,1866882,279478,6679894
Zimbabwe,167140,+2138,4738 ,+3,129776,+214,32626,12,11013,312,1702579,112189,15175956
Montenegro,159788,+153,2350 ,+1,155339,+251,2099,60,254366,3741,927554,1476571,628181
Afghanistan,157634,+11,7328 ,+3,141203,None,9103,1124,3922,182,803811,19997,40195650
Mozambique,153674,+266,1944 ,+2,149958,+3,1772,13,4725,60,1002855,30838,32520452
Cyprus,140851,+393,610 ,+2,124370,None,15871,55,115444,500,9477138,7767617,1220083
Namibia,132849,+578,3577 ,None,125946,+57,3326,4,50950,1372,816778,313247,2607455
Ghana,131547,+135,1243 ,+4,129566,+71,738,5,4109,39,2018574,63059,32010703
Uganda,127973,+60,3268 ,+1,97778,+19,26927,100,2676,68,2019433,42224,47827006
El Salvador,121127,+75,3795 ,+2,104756,+1774,12576,232,18539,581,1473136,225471,6533595
Cambodia,120355,+12,2985 ,+3,116708,+13,662,None,7057,175,2736887,160486,17053752
Cameroon,107549,None,1823 ,None,102716,None,3010,152,3911,66,1751774,63699,27500791
Rwanda,100634,+50,1344 ,None,45522,None,53768,4,7501,100,3662019,272955,13416213
Luxembourg,93429,None,890 ,None,86920,None,5619,23,145821,1389,3735071,5829581,640710
Maldives,93119,+55,258 ,+1,90924,+63,1937,23,167990,465,1799169,3245764,554313
Jamaica,91765,+40,2425 ,+1,63451,+49,25889,6,30795,814,683089,229233,2979883
Laos,89320,+1274,247 ,+11,7339,None,81734,None,12024,33,861468,115971,7428306
Trinidad and Tobago,80607,+558,2407 ,+24,63949,+467,14251,22,57329,1712,472414,335986,1406051
Senegal,74086,+10,1886 ,None,72154,+9,46,1,4262,109,890614,51239,17381473
Angola,65404,+7,1737 ,None,63425,+8,242,3,1904,51,1192540,34725,34342694
Réunion,63863,None,391 ,None,59685,None,3787,34,70601,432,1347378,1489536,904562
Malawi,62265,+35,2308 ,+1,58855,+3,1102,67,3138,116,451301,22742,19844241
Ivory Coast,61905,+9,706 ,None,60983,+19,216,None,2266,26,1176716,43068,27322253
DRC,59851,None,1118 ,None,50930,None,7803,None,640,12,306299,3276,93493842
Guadeloupe,55284,None,748 ,None,2250,None,52286,23,138133,1869,551264,1377392,400223
Eswatini,52643,+469,1250 ,+2,45662,+159,5731,11,44706,1062,403480,342644,1177550
Fiji,52589,+5,697 ,None,51157,None,735,None,58055,769,465125,513468,905850
Suriname,51184,+17,1176 ,None,29586,+2,20422,11,86133,1979,163423,275011,594241
Syria,49272,+83,2814 ,+5,30473,+97,15985,None,2720,155,113162,6247,18115074
French Guiana,46421,None,332 ,None,11254,None,34835,5,149808,1071,462858,1493722,309869
French Polynesia,46334,None,636 ,None,N/A,N/A,N/A,7,163575,2245,None,None,283259
Madagascar,45794,None,980 ,None,43393,None,1421,22,1595,34,290447,10113,28719683
Martinique,45501,None,718 ,None,104,None,44679,1,121387,1915,416247,1110457,374843
Sudan,44529,None,3208 ,None,36009,None,5312,None,982,71,238579,5263,45329062
Malta,40546,+78,470 ,None,38272,+94,1804,2,91475,1060,1211456,2733146,443246
Mauritania,39806,+28,849 ,None,38382,+35,575,13,8248,176,527151,109226,4826250
Guyana,38554,+62,1020 ,+3,36639,+3,895,14,48676,1288,404841,511132,792048
Cabo Verde,38503,+7,351 ,None,38038,+19,114,23,68180,622,211692,374857,564727
Gabon,37591,None,282 ,None,34131,None,3178,6,16332,123,1425314,619260,2301641
Papua New Guinea,35927,+92,586 ,+13,35053,+136,288,7,3908,64,249149,27105,9192112
Belize,31033,None,586 ,None,29609,None,838,10,76049,1436,361427,885705,408067
Guinea,30798,None,388 ,None,29753,None,657,49,2257,28,569940,41762,13647454
Barbados,26814,+74,252 ,+1,24536,+164,2026,None,93141,875,451177,1567213,287885
Togo,26400,+28,243 ,None,25945,+8,212,None,3084,28,592231,69193,8559170
Tanzania,26309,None,734 ,None,N/A,N/A,N/A,7,423,12,None,None,62192027
Haiti,25744,None,758 ,None,22028,None,2958,None,2219,65,132422,11412,11603684
Benin,24897,None,161 ,None,24546,None,190,5,1979,13,604310,48030,12582020
Seychelles,23806,None,129 ,None,23294,None,383,None,239910,1300,None,None,99229
Lesotho,23102,None,664 ,None,13856,None,8582,None,10662,306,273169,126068,2166834
Somalia,23074,None,1333 ,None,12817,None,8924,None,1396,81,262138,15855,16533789
Bahamas,22896,+15,708 ,None,21656,None,532,4,57429,1776,172649,433048,398683
Mauritius,22613,+92,680 ,None,20962,+97,971,None,17738,533,358675,281352,1274825
Mayotte,21088,None,185 ,None,2964,None,17939,None,74693,655,176919,626643,282328
Burundi,20666,None,38 ,None,773,None,19855,None,1666,3,345742,27877,12402285
Channel Islands,20327,None,107 ,None,18136,None,2084,None,115374,607,1092362,6200156,176183
Timor-Leste,19829,None,122 ,None,19703,None,4,None,14637,90,211166,155870,1354759
Iceland,19446,+73,35 ,None,17751,None,1660,5,56455,102,1281041,3719102,344449
Andorra,19440,None,133 ,None,16995,None,2312,4,251020,1717,218899,2826546,77444
Congo,19066,None,359 ,None,12421,None,6286,None,3336,63,188207,32936,5714374
Mali,18591,+87,629 ,+1,15498,+39,2464,None,881,30,506875,24030,21093387
Curaçao,17589,+17,182 ,None,17277,+14,130,3,106558,1103,352725,2136885,165065
Nicaragua,17328,None,210 ,None,4225,None,12893,None,2571,31,None,None,6738614
Tajikistan,17095,None,124 ,None,16966,None,5,None,1736,13,None,None,9847311
Taiwan,16737,+6,848 ,None,15684,+3,205,None,701,36,8702361,364433,23879207
Aruba,16593,+18,177 ,None,16213,+18,203,12,154466,1648,177885,1655946,107422
Burkina Faso,16334,None,290 ,None,15604,None,440,None,752,13,234250,10779,21731368
Brunei ,15348,+5,98 ,None,14973,+28,277,None,34603,221,659767,1487496,443542
Equatorial Guinea,13612,None,175 ,None,13386,None,51,1,9263,119,263190,179097,1469536
Djibouti,13514,None,189 ,None,13298,None,27,None,13396,187,250716,248532,1008787
Saint Lucia,13098,None,283 ,None,12699,None,116,6,70861,1531,102359,553765,184842
New Zealand,12884,+103,46 ,None,6100,+26,6738,40,2576,9,5251593,1049878,5002100 
South Sudan,12873,None,133 ,None,12576,None,164,2,1131,12,274916,24150,11383650
Isle of Man,12580,+61,67 ,None,11740,+127,773,1,146817,782,133676,1560086,85685
Hong Kong,12489,+5,213 ,None,12168,+3,108,None,1647,28,28539548,3762614,7585032
New Caledonia,12379,+3,280 ,None,11921,+14,178,8,42764,967,42756,147704,289471
CAR,11912,None,101 ,None,6859,None,4952,2,2406,20,60228,12164,4951222
Yemen,10069,+6,1971 ,+3,6942,+2,1156,23,327,64,265253,8619,30775575
Gambia,10034,+36,342 ,None,9641,None,51,1,3990,136,126559,50327,2514748
Cayman Islands,7871,None,9 ,None,4339,None,3523,17,117761,135,213075,3187884,66839
Eritrea,7646,+17,63 ,None,7428,+24,155,None,2114,17,23693,6550,3617439
Gibraltar,7526,+17,100 ,None,7150,None,276,3,223483,2969,428225,12716029,33676
Niger,7161,+7,268 ,None,6852,+29,41,2,281,11,195712,7684,25471345
San Marino,6464,None,94 ,None,5892,None,478,2,189928,2762,94861,2787242,34034
Guinea-Bissau,6448,+1,149 ,None,6283,+2,16,None,3168,73,108740,53429,2035229
Sierra Leone,6421,None,121 ,None,N/A,N/A,N/A,None,782,15,160729,19574,8211532
Dominica,6233,None,42 ,None,5768,None,423,None,86276,581,114250,1581424,72245
Grenada,5915,None,200 ,None,5656,+4,59,None,52217,1766,89012,785784,113278
Liberia,5833,None,287 ,None,5535,None,11,2,1115,55,128246,24524,5229498
Bermuda,5764,None,106 ,None,5634,None,24,None,93050,1711,660179,10657503,61945
St. Vincent Grenadines,5722,+30,77 ,None,5111,None,534,7,51341,691,91554,821480,111450
Chad,5701,None,181 ,None,4874,None,646,None,333,11,157235,9191,17106720
Liechtenstein,5327,+52,67 ,None,4772,None,488,11,139137,1750,80413,2100324,38286
Sint Maarten,4632,None,75 ,None,4524,None,33,10,106287,1721,62056,1423956,43580
Comoros,4567,+3,151 ,None,4374,+1,42,None,5095,168,None,None,896382
Faeroe Islands,4372,+97,13 ,None,3859,+122,500,7,88985,265,598000,12171294,49132
Antigua and Barbuda,4162,+3,117 ,None,4033,+8,12,1,41997,1181,18195,183597,99103
Monaco,4094,+1,36 ,None,3858,+26,200,1,103266,908,54960,1386303,39645
Saint Martin,3973,None,56 ,None,1399,None,2518,7,100278,1413,54303,1370596,39620
Sao Tome and Principe,3733,None,57 ,None,3675,None,1,None,16588,253,14934,66360,225045
Caribbean Netherlands,3138,+9,22 ,None,2973,+19,143,None,118076,828,30126,1133579,26576
Turks and Caicos,3137,None,25 ,None,3066,None,46,None,79468,633,94789,2401241,39475
British Virgin Islands,2816,None,38 ,None,N/A,N/A,N/A,7,92261,1245,82570,2705262,30522
Saint Kitts and Nevis,2796,None,28 ,None,2758,None,10,1,52024,521,57508,1070036,53744
Bhutan,2649,None,3 ,None,2629,None,17,None,3379,4,1261505,1609257,783905
Greenland,1831,+18, ,None,1526,+6,305,2,32172,None,122048,2144466,56913
St. Barth,1603,None,6 ,None,N/A,N/A,N/A,None,161576,605,56491,5694083,9921
Anguilla,1523,None,4 ,None,1434,None,85,None,100217,263,51382,3381062,15197
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41446,639,20508,1872193,10954
Saint Pierre Miquelon,91,None, ,None,60,None,31,None,15818,None,13137,2283504,5753
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22890,None,8316,2293436,3626
Macao,77,None, ,None,77,None,0,None,116,None,5019,7580,662143
Montserrat,44,None,1 ,None,42,None,1,None,8807,200,3037,607886,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6327,711227
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,618563
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816620,18219
Vanuatu,6,None,1 ,None,5,None,0,None,19,3,23000,72437,317519
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59768
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200323
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6103
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116768
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107429
