Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
Azerbaijan,613059,+854,8257 ,+19,591724,+1569,13078,None,59670,804,5788891,563439,10274211
S. Korea,589978,+6913,5015 ,+109,469055,+5654,115908,1083,11493,98,15804065,307865,51334413
Sri Lanka,582149,+554,14832 ,+21,558527,+301,8790,None,27019,688,5726599,265785,21545955
Bolivia,570876,+1909,19496 ,+16,514816,+1087,36564,220,47940,1637,2624793,220419,11908201
Costa Rica,568860,None,7343 ,None,560239,None,1278,49,110183,1422,2911504,563933,5162850
Saudi Arabia,551749,+287,8868 ,+1,540506,+113,2375,35,15492,249,32600487,915371,35614510
Ecuador,540122,+1085,33641 ,+7,443880,None,62601,759,29942,1865,2103013,116583,18038692
Myanmar,529114,+276,19242 ,+7,506514,+208,3358,None,9629,350,5950796,108297,54948844
Lithuania,507916,+1722,7228 ,+25,473868,+1608,26820,115,190508,2711,6521132,2445935,2666110
Panama,485512,+719,7406 ,+1,472874,+143,5232,18,109967,1677,4401180,996855,4415067
Paraguay,465028,+133,16596 ,+3,447400,+81,1032,49,64036,2285,2010268,276822,7261958
Slovenia,453095,+1126,5528 ,+10,430850,+1679,16717,202,217901,2659,2042340,982196,2079360
Venezuela,442757,+326,5310 ,+4,431291,+328,6156,681,15636,188,3359014,118623,28316813
Palestine,437326,None,4616 ,None,428691,None,4019,56,82883,875,2819430,534348,5276397
Kuwait,414591,+178,2467 ,+1,411216,+38,908,5,95006,565,5798634,1328790,4363844
Dominican Republic,412685,+422,4228 ,+5,406692,+179,1765,82,37487,384,2547334,231394,11008633
Uruguay,406127,+446,6159 ,None,396537,+244,3431,22,116318,1764,4317741,1236635,3491525
Mongolia,387875,+191,2051 ,+1,313256,None,72568,192,115568,611,4030048,1200761,3356246
Ethiopia,386164,+3793,6885 ,+5,351393,+89,27886,153,3241,58,4015621,33698,119164749
Libya,384005,+560,5635 ,+9,372336,+542,6034,None,54785,804,1995070,284632,7009298
Honduras,378994,+31,10429 ,None,123783,None,244782,45,37386,1029,1135433,112006,10137225
Egypt,378843,+883,21510 ,+10,314994,+542,42339,90,3602,204,3693367,35113,105183692
Moldova,373752,+379,9575 ,+18,359490,+887,4687,155,92971,2382,2326057,578607,4020101
Norway,367866,+4312,1257 ,None,88952,None,277657,125,67081,229,9213931,1680184,5483882
Armenia,344126,+129,7936 ,+15,329576,+295,6614,None,115812,2671,2516680,846959,2971430
Oman,304984,+46,4113 ,None,300235,+8,636,2,57564,776,25000000,4718569,5298217
Bosnia and Herzegovina,286792,+516,13243 ,+19,192218,None,81331,None,88226,4074,1459183,448891,3250643
Bahrain,279056,+181,1394 ,None,276722,+50,940,1,156007,779,7857660,4392839,1788743
Singapore,277042,+322,820 ,+2,272675,None,3547,20,46811,139,21098774,3564987,5918332
Kenya,274645,+3746,5356 ,+1,249617,+60,19672,16,4947,96,2966713,53436,55519199
Australia,273542,+8625,2173 ,+11,227405,+1856,43964,119,10546,84,52766521,2034414,25936957
Latvia,270158,+954,4489 ,+12,254890,+771,10779,80,145610,2419,5553656,2993309,1855357
Qatar,247269,+187,614 ,None,244316,+171,2339,12,88065,219,3125886,1113285,2807805 
Estonia,234957,+866,1899 ,+4,219213,+652,13845,17,176945,1430,2471302,1861125,1327854
Nigeria,233353,+1940,2991 ,None,212040,+187,18322,11,1092,14,3686403,17252,213677178
Finland,227169,+3000,1504 ,+3,46000,None,179665,61,40906,271,8456299,1522713,5553444
Zambia,225260,+3380,3688 ,+3,208255,+546,13317,217,11767,193,2864498,149635,19143267
North Macedonia,222333,+269,7868 ,+15,209291,+353,5174,None,106724,3777,1562088,749833,2083248
Algeria,215723,+293,6213 ,+8,148406,+189,61104,26,4792,138,230861,5128,45020067
Botswana,208994,+4293,2427 ,+2,195479,+2025,11088,1,86300,1002,1997064,824650,2421711
Albania,206935,+319,3181 ,+1,198484,+221,5270,23,72024,1107,1452061,505390,2873151
Zimbabwe,201344,+1940,4855 ,+27,151309,+3640,45180,12,13262,320,1801425,118652,15182461
Uzbekistan,197753,+187,1471 ,+3,194635,+156,1647,23,5785,43,1377915,40307,34185573
Kyrgyzstan,184356,+37,2788 ,+1,179442,+42,2126,131,27585,417,1897353,283902,6683132
Mozambique,167307,+2445,1961 ,+1,151241,+18,14105,13,5140,60,1047734,32192,32546872
Montenegro,161944,+272,2385 ,+4,157436,+222,2123,60,257797,3797,947150,1507759,628184
Afghanistan,157883,+28,7348 ,+4,145374,+30,5161,1124,3925,183,814976,20262,40222064
Cyprus,148663,+978,625 ,+1,124370,None,23668,60,121820,512,9477138,7765937,1220347
Namibia,142270,+1225,3597 ,+4,128029,+157,10644,22,54534,1379,851949,326563,2608839
Ghana,134555,+1000,1269 ,+4,129921,+59,3365,5,4201,40,2073433,64734,32030237
Uganda,130888,+710,3274 ,None,98127,+25,29487,85,2734,68,2085180,43559,47870631
El Salvador,121704,+43,3815 ,+3,106702,+509,11187,91,18625,584,1503170,230033,6534576
Cambodia,120434,+4,3006 ,None,116834,+10,594,None,7059,176,2754077,161428,17060707
Cameroon,108451,+41,1851 ,+5,105735,None,865,13,3941,67,1751774,63653,27520711
Laos,103336,+1471,299 ,+11,7339,None,95698,None,13905,40,901338,121286,7431480
Rwanda,103170,+473,1345 ,None,45522,None,56303,None,7684,100,3854653,287106,13425891
Luxembourg,98440,+582,907 ,+1,91674,+663,5859,19,153569,1415,3790759,5913673,641016
Maldives,94444,+145,261 ,+1,92245,+146,1938,23,170292,471,1845843,3328242,554600
Jamaica,92279,+53,2461 ,+11,64582,+148,25236,None,30963,826,696106,233571,2980270
Trinidad and Tobago,87980,+928,2681  ,+19,69274,+534,16025,22,62566,1907,498173,354272,1406187
Senegal,74256,+33,1890 ,None,72261,+15,105,None,4269,109,907981,52198,17394780
Réunion,71795,None,401 ,None,65494,None,5900,34,79353,443,1347378,1489220,904754
DRC,70059,+2761,1126 ,None,50930,None,18003,None,749,12,306299,3273,93576045
Malawi,68470,+1192,2319 ,+2,59530,+254,6621,67,3448,117,470967,23715,19859147
Angola,68362,+1163,1743 ,+2,63924,+30,2695,3,1989,51,1242844,36157,34373565
Eswatini,63440,+550,1269 ,+2,52253,+866,9918,11,53858,1077,421738,358039,1177911
Ivory Coast,62960,+377,707 ,+1,61183,+24,1070,None,2303,26,1203455,44015,27341944
Guadeloupe,56035,None,750 ,None,2250,None,53035,23,140009,1874,607573,1518079,400225
Fiji,52746,+40,697 ,None,51221,+4,828,None,58216,769,469366,518038,906045
Suriname,51518,+20,1186 ,None,48877,+1,1455,3,86673,1995,166712,280472,594398
Syria,49961,+50,2863 ,+4,31571,+95,15527,None,2756,158,113162,6242,18127888
Martinique,47300,None,769 ,None,104,None,46427,1,126189,2052,466711,1245111,374835
Madagascar,47295,None,996 ,None,43961,None,2338,22,1646,35,307183,10688,28741148
French Guiana,47129,+117,337 ,None,11254,None,35538,6,151979,1087,480313,1548887,310102
French Polynesia,46376,+1,636 ,None,N/A,N/A,N/A,7,163695,2245,None,None,283308
Sudan,46100,+63,3298 ,None,38292,None,4510,None,1016,73,238579,5260,45359914
Malta,43806,+733,473 ,None,39289,+92,4044,3,98822,1067,1211456,2732930,443281
Mauritania,40308,+69,860 ,+1,38894,+36,554,13,8345,178,546821,113215,4829936
Guyana,38998,+32,1042 ,+2,37245,+31,711,5,49230,1315,416343,525578,792162
Cabo Verde,38751,+96,351 ,None,38135,+4,265,23,68597,621,211692,374737,564908
Gabon,38039,None,286 ,None,36221,None,1532,5,16516,124,1469004,637803,2303224
Papua New Guinea,36093,+34,589 ,None,35301,None,203,7,3924,64,249149,27090,9197213
Belize,31444,+57,592 ,+1,30371,+38,481,4,77015,1450,374157,916411,408285
Guinea,30938,+50,389 ,None,29802,+2,747,49,2265,28,570956,41803,13658199
Barbados,27486,+178,259 ,+3,26148,+230,1079,None,95472,900,462785,1607478,287895
Togo,27405,+297,246 ,None,26034,+33,1125,None,3200,29,605053,70642,8565017
Tanzania,26483,None,734 ,None,N/A,N/A,N/A,7,425,12,None,None,62243367
Lesotho,26004,None,665 ,None,14189,None,11150,None,11998,307,296569,136835,2167344
Haiti,25945,+4,765 ,None,22957,+48,2223,None,2235,66,132422,11408,11607861
Benin,24935,None,161 ,None,24705,None,69,5,1980,13,604310,47993,12591596
Seychelles,24197,None,131 ,None,23742,None,324,None,243806,1320,None,None,99247
Somalia,23532,+363,1333 ,None,12948,+45,9251,None,1422,81,262138,15842,16547167
Bahamas,23380,+140,713 ,None,21736,+2,931,2,58626,1788,179357,449746,398796
Channel Islands,23188,+312,112 ,None,20747,+154,2329,None,131577,636,1102820,6257809,176231
Mauritius,23077,+57,762 ,None,21621,+73,694,None,18101,598,358675,281338,1274888
Burundi,23009,None,38 ,None,773,None,22198,None,1854,3,345742,27853,12412975
Iceland,22087,+500,37 ,None,19428,+137,2622,3,64110,107,1331380,3864494,344516
Andorra,21571,+199,139 ,+1,19725,+183,1707,31,278522,1795,235283,3037948,77448
Mayotte,21288,None,185 ,None,2964,None,18139,None,75349,655,176919,626202,282527
Timor-Leste,19833,None,122 ,None,19704,None,7,None,14631,90,211166,155783,1355514
Mali,19758,+205,652 ,+4,16882,+292,2224,None,936,31,524355,24838,21110988
Congo,19490,None,367 ,None,12421,None,6702,None,3408,64,188207,32912,5718469
Curaçao,18299,+217,186 ,None,17451,+17,662,3,110846,1127,373749,2263979,165085
Nicaragua,17442,None,211 ,None,4225,None,13006,None,2587,31,None,None,6740983
Aruba,17165,+124,181 ,+1,16524,+35,460,7,159770,1685,177885,1655730,107436
Tajikistan,17095,None,124 ,None,16966,None,5,None,1735,13,None,None,9853765
Burkina Faso,17040,None,317 ,None,16250,None,473,None,783,15,239193,10998,21748659
Taiwan,16853,+13,850 ,None,15787,+11,216,None,706,36,9048950,378926,23880499
Brunei ,15429,+3,98 ,None,15189,+18,142,None,34776,221,677619,1527311,443668
South Sudan,14275,+273,135 ,+2,12717,+10,1423,2,1254,12,290258,25489,11387593
New Zealand,13648,+59,49 ,None,12014,+127,1585,40,2728,10,5479031,1095346,5002100 
Equatorial Guinea,13623,+5,175 ,None,13410,+3,38,1,9261,119,263190,178928,1470929
Djibouti,13555,+9,189 ,None,13317,+1,49,None,13431,187,255880,253543,1009219
Isle of Man,13401,+37,67 ,None,12605,+29,729,1,156375,782,133676,1559850,85698
Saint Lucia,13225,+16,295 ,None,12801,+6,129,2,71538,1596,105278,569480,184867
New Caledonia,12581,+16,280 ,None,12103,+2,198,4,43450,967,42756,147662,289553
Hong Kong,12551,+2,213 ,None,12187,+3,151,None,1654,28,29296086,3861425,7586858
CAR,11961,None,101 ,None,6859,None,5001,2,2415,20,60228,12158,4953749
Yemen,10105,+2,1981 ,None,7002,None,1122,23,328,64,265253,8613,30795363
Gambia,10087,+9,342 ,None,9688,+5,57,4,4008,136,131044,52068,2516796
Cayman Islands,8386,+141,11 ,+2,4799,+87,3576,11,125423,165,215963,3229981,66862
Gibraltar,8032,+78,100 ,None,7426,+28,506,3,238508,2969,441023,13096062,33676
Eritrea,7829,+12,72 ,+2,7609,+16,148,None,2163,20,23693,6547,3618915
Niger,7242,+5,273 ,None,6879,None,90,2,284,11,201513,7903,25497841
San Marino,7160,None,96 ,None,6202,None,862,6,210365,2821,99475,2922641,34036
Sierra Leone,6610,+37,123 ,+2,N/A,N/A,N/A,None,804,15,160729,19562,8216416
Dominica,6520,None,44 ,None,6173,None,303,None,90242,609,121399,1680263,72250
Guinea-Bissau,6458,None,149 ,None,6296,+3,13,None,3171,73,110294,54155,2036631
Bermuda,6014,+97,106 ,None,5674,+15,234,None,97097,1711,685295,11064209,61938
Grenada,5940,+7,200 ,None,5679,None,61,None,52430,1765,90945,802734,113294
Liberia,5929,None,287 ,None,5535,None,107,2,1133,55,128246,24507,5233080
Liechtenstein,5819,+58,69 ,+1,5438,+56,312,17,151972,1802,80413,2100104,38290
St. Vincent Grenadines,5810,None,79 ,None,5137,None,594,7,52126,709,93427,838203,111461
Chad,5701,None,181 ,None,4874,None,646,None,333,11,157235,9184,17120944
Comoros,5123,+171,152 ,None,4423,+7,548,None,5712,169,None,None,896940
Faeroe Islands,5039,+147,13 ,None,4557,+93,469,5,102550,265,627000,12760242,49137
Sint Maarten,4748,+13,75 ,None,4594,+4,79,10,108912,1720,62056,1423466,43595
Monaco,4606,+69,38 ,+1,4207,+35,361,4,116158,958,54960,1386024,39653
Antigua and Barbuda,4216,+11,118 ,+1,4048,None,50,1,42531,1190,18559,187224,99127
Saint Martin,4008,None,56 ,None,1399,None,2553,7,101110,1413,78366,1976942,39640
Sao Tome and Principe,3741,+4,57 ,None,3676,None,8,None,16614,253,15154,67301,225167
Caribbean Netherlands,3245,+9,22 ,None,3115,+6,108,None,122070,828,30126,1133281,26583
Turks and Caicos,3208,+30,26 ,None,3102,+6,80,None,81234,658,94789,2400268,39491
British Virgin Islands,3016,+130,39 ,None,N/A,N/A,N/A,7,98795,1278,82570,2704730,30528
Saint Kitts and Nevis,2815,None,28 ,None,2769,None,18,1,52367,521,57508,1069817,53755
Bhutan,2659,None,3 ,None,2642,None,14,None,3391,4,1277933,1629684,784160
Greenland,2249,+67, ,None,1875,None,374,2,39514,None,132563,2329099,56916
Anguilla,1629,None,5 ,None,1582,None,42,None,107164,329,51382,3380172,15201
St. Barth,1621,None,6 ,None,N/A,N/A,N/A,None,163374,605,56491,5693509,9922
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41469,639,20508,1873219,10948
Saint Pierre Miquelon,98,None, ,None,78,None,20,None,17038,None,13891,2414986,5752
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22871,None,8316,2291540,3629
Macao,77,None, ,None,77,None,0,None,116,None,5019,7577,662409
Montserrat,45,None,1 ,None,43,None,1,None,9007,200,3230,646517,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6323,711735
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,619006
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816530,18221
Vanuatu,7,None,1 ,None,6,None,0,None,22,3,23000,72387,317735
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59780
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200362
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6104
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116804
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107465
