Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
Malta,46250,+572,475 ,+1,39597,+94,6178,5,104334,1072,1211456,2732887,443288
Sudan,46100,None,3298 ,None,38292,None,4510,None,1016,73,562941,12409,45365524
Mauritania,40504,+51,862 ,None,38984,+27,658,15,8385,178,552697,114416,4830606
Guyana,39107,+21,1048 ,+3,37327,+26,732,7,49366,1323,418833,528708,792182
Cabo Verde,39072,+59,351 ,None,38172,+3,549,23,69161,621,389139,688814,564941
Gabon,38039,None,286 ,None,36221,None,1532,5,16513,124,1469004,637724,2303512
Papua New Guinea,36110,None,589 ,None,35374,None,147,7,3926,64,249149,27087,9198141
Belize,31503,None,592 ,None,30415,None,496,4,77152,1450,375152,918761,408324
Guinea,31117,+79,389 ,None,29803,None,925,49,2278,28,570956,41797,13660153
Togo,28268,+276,246 ,None,26052,+2,1970,None,3300,29,608946,71088,8566080
Lesotho,28126,+531,665 ,None,14933,+130,12528,None,12977,307,318124,146774,2167436
Barbados,27673,+44,260 ,None,26444,+64,969,None,96121,903,465055,1615352,287897
Tanzania,26483,None,734 ,None,N/A,N/A,N/A,7,425,12,None,None,62252702
Haiti,25950,None,765 ,None,23064,None,2121,None,2235,66,132422,11407,11608620
Benin,24935,None,161 ,None,24705,None,69,5,1980,13,604310,47986,12593337
Seychelles,24197,None,131 ,None,23742,None,324,None,243798,1320,None,None,99250
Burundi,23657,None,38 ,None,773,None,22846,None,1906,3,345742,27849,12414919
Channel Islands,23627,None,112 ,None,20939,None,2576,None,134062,635,1123134,6372753,176240
Bahamas,23539,None,713 ,None,21745,None,1081,2,59022,1788,180017,451379,398816
Somalia,23532,None,1333 ,None,12948,None,9251,None,1422,81,391308,23645,16549599
Mauritius,23208,+38,762 ,None,21761,+47,685,None,18204,598,358675,281336,1274899
Iceland,22087,None,37 ,None,19428,None,2622,3,64108,107,1331380,3864359,344528
Andorra,21730,None,139 ,None,19870,None,1721,31,280575,1795,235283,3037948,77448
Mayotte,21391,None,185 ,None,2964,None,18242,None,75703,655,176919,626122,282563
Mali,20079,+68,654 ,+1,17961,+435,1464,None,951,31,528646,25037,21114189
Timor-Leste,19833,None,122 ,None,19704,None,7,None,14630,90,225317,166206,1355652
Congo,19490,None,367 ,None,12421,None,6702,None,3408,64,301494,52716,5719213
Curaçao,19049,+165,186 ,None,17532,+29,1331,3,115386,1127,382142,2314764,165089
Aruba,17648,+148,181 ,None,16584,+19,883,6,164261,1685,177885,1655684,107439
Nicaragua,17442,None,211 ,None,4225,None,13006,None,2587,31,None,None,6741413
Tajikistan,17095,None,124 ,None,16966,None,5,None,1735,13,None,None,9854938
Burkina Faso,17040,None,317 ,None,16250,None,473,None,783,15,239193,10996,21751803
Taiwan,16915,+24,850 ,None,15812,+10,253,None,708,36,9118614,381840,23880734
Brunei ,15429,None,98 ,None,15189,None,142,None,34774,221,677619,1527232,443691
South Sudan,14843,+266,135 ,None,12789,+72,1919,1,1303,12,294475,25858,11388310
New Zealand,13855,+70,50 ,+1,12361,+239,1444,26,2770,10,5525818,1104700,5002100 
Equatorial Guinea,13630,None,175 ,None,13410,None,45,1,9265,119,263190,178897,1471182
Djibouti,13572,+4,189 ,None,13331,+5,52,None,13447,187,256952,254585,1009297
Isle of Man,13443,+5,67 ,None,12932,+161,444,1,156861,782,133676,1559813,85700
Saint Lucia,13302,+27,295 ,None,12829,None,178,3,71952,1596,106236,574646,184872
Hong Kong,12590,+9,213 ,None,12189,None,188,None,1659,28,29687335,3912823,7587190
New Caledonia,12581,None,280 ,None,12103,None,198,4,43447,967,42756,147654,289568
CAR,11961,None,101 ,None,6859,None,5001,2,2414,20,74519,15042,4954208
Yemen,10115,+4,1983 ,None,7005,+3,1127,23,328,64,265253,8612,30798961
Gambia,10087,None,342 ,None,9688,None,57,4,4007,136,131044,52060,2517169
Cayman Islands,8386,None,11 ,None,4799,None,3576,11,125415,165,215963,3229788,66866
Gibraltar,8148,+5,100 ,None,7484,None,564,1,241953,2969,443639,13173744,33676
Eritrea,7886,+13,73 ,+1,7658,+21,155,None,2179,20,23693,6547,3619183
San Marino,7526,None,98 ,None,6551,None,877,5,221112,2879,102145,3000999,34037
Niger,7271,+3,274 ,None,6881,+2,116,2,285,11,202524,7941,25502658
Sierra Leone,6744,+38,123 ,None,N/A,N/A,N/A,None,821,15,259958,31635,8217305
Dominica,6520,None,44 ,None,6173,None,303,None,90241,609,121399,1680240,72251
Guinea-Bissau,6466,+4,149 ,None,6299,+2,18,None,3174,73,110626,54311,2036886
Bermuda,6014,None,106 ,None,5674,None,234,None,97099,1711,685295,11064388,61937
Grenada,5956,None,200 ,None,5681,None,75,None,52570,1765,91343,806233,113296
Liechtenstein,5934,+39,69 ,None,5438,None,427,17,154975,1802,80413,2100104,38290
Liberia,5929,None,287 ,None,5535,None,107,2,1133,55,139824,26716,5233731
St. Vincent Grenadines,5828,None,81 ,None,5151,None,596,7,52286,727,93622,839938,111463
Chad,5701,None,181 ,None,4874,None,646,None,333,11,180347,10532,17123530
Comoros,5603,+124,153 ,None,4439,+5,1011,None,6246,171,None,None,897041
Faeroe Islands,5149,+4,13 ,None,4722,+35,414,5,104787,265,632000,12861736,49138
Sint Maarten,4774,None,75 ,None,4598,None,101,10,109500,1720,62056,1423368,43598
Monaco,4766,+16,38 ,None,4400,+75,328,4,120187,958,54960,1385954,39655
Antigua and Barbuda,4236,None,118 ,None,4059,None,59,1,42731,1190,18559,187215,99132
Saint Martin,4008,None,56 ,None,1399,None,2553,7,101102,1413,78366,1976793,39643
Sao Tome and Principe,3758,+3,57 ,None,3676,None,25,None,16688,253,29036,128941,225189
Caribbean Netherlands,3277,+5,23 ,None,3149,+2,105,None,123270,865,30126,1133238,26584
Turks and Caicos,3276,+41,26 ,None,3107,None,143,None,82951,658,94789,2400147,39493
British Virgin Islands,3016,None,39 ,None,N/A,N/A,N/A,7,98791,1277,82570,2704641,30529
Saint Kitts and Nevis,2843,+7,28 ,None,2774,None,41,1,52886,521,58155,1081813,53757
Bhutan,2660,+1,3 ,None,2642,None,15,None,3392,4,1281846,1634578,784206
Greenland,2249,None, ,None,1875,None,374,2,39514,None,132563,2329099,56916
Anguilla,1646,None,5 ,None,1605,None,36,None,108275,329,51382,3379950,15202
St. Barth,1621,None,6 ,None,N/A,N/A,N/A,None,163374,605,56491,5693509,9922
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41473,639,20508,1873390,10947
Saint Pierre Miquelon,98,None, ,None,78,None,20,None,17038,None,13891,2414986,5752
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22865,None,8316,2290909,3630
Macao,77,None, ,None,77,None,0,None,116,None,5019,7576,662457
Montserrat,45,None,1 ,None,43,None,1,None,9007,200,3230,646517,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6322,711827
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,619087
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816486,18222
Vanuatu,7,None,1 ,None,6,None,0,None,22,3,23000,72378,317775
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59782
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200370
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6104
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116811
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107471
