Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
Nigeria,214789,+167,2980 ,None,207478,+28,4331,11,1006,14,3580510,16775,213439149
Algeria,211662,+193,6111 ,+8,145350,+155,60201,16,4705,136,230861,5132,44983240
Zambia,210327,+15,3668 ,+1,206481,+15,178,9,11001,192,2747340,143695,19119260
Albania,201902,+172,3115 ,+5,192428,+190,6359,23,70268,1084,1406517,489513,2873297
Botswana,195552,+250,2420 ,+1,192452,None,680,1,80823,1000,1905739,787658,2419501
Finland,194638,+3412,1383 ,+23,46000,None,147255,51,35051,249,8041534,1448131,5553045
Uzbekistan,194556,+223,1421 ,+3,191062,+123,2073,23,5695,42,1377915,40334,34163034
Kyrgyzstan,183649,+34,2760 ,+2,178651,+49,2238,131,27500,413,1850612,277115,6678128
Montenegro,158623,+157,2331 ,+2,154233,+206,2059,60,252512,3711,917917,1461232,628180
Afghanistan,157486,+31,7317 ,+5,140869,+146,9300,1124,3919,182,797783,19855,40181243
Mozambique,152000,+76,1941 ,None,149575,None,484,8,4676,60,987579,30381,32506041
Zimbabwe,141601,+2555,4713 ,+3,128966,+98,7922,12,9333,311,1631841,107553,15172407
Cyprus,137538,+706,602 ,+1,124370,None,12566,41,112742,493,9477138,7768528,1219940
Ghana,131246,+326,1228 ,+19,129326,+284,692,5,4101,38,1933408,60419,32000049
Namibia,129938,+142,3574 ,None,125531,None,833,1,49848,1371,799972,306891,2606699
Uganda,127689,+34,3256 ,+2,97627,None,26806,100,2671,68,1989470,41618,47803211
Cambodia,120272,+16,2963 ,+3,116627,+18,682,None,7054,174,2725832,159873,17049958
El Salvador,119803,None,3786 ,+3,102982,None,13035,246,18338,580,1440742,220531,6533059
Cameroon,107148,None,1804 ,None,102716,None,2628,152,3898,66,1751774,63724,27489925
Rwanda,100429,+15,1343 ,None,45522,None,53564,None,7489,100,3569759,266183,13410933
Maldives,92368,+157,255 ,+1,90304,+99,1809,23,166682,460,1774716,3202551,554157
Luxembourg,91709,+935,885 ,+5,85726,+892,5098,22,143174,1382,3715414,5800422,640542
Jamaica,91536,+67,2410 ,None,63096,+154,26030,10,30720,809,678165,227597,2979671
Laos,80704,+871,210 ,+3,7339,None,73155,None,10867,28,820711,110510,7426575
Trinidad and Tobago,75935,+801,2281 ,+19,60947,+365,12707,22,54009,1622,458869,326370,1405977
Senegal,74031,+7,1886 ,None,72107,+4,38,1,4261,109,881978,50764,17374215
Angola,65280,+21,1735 ,None,63343,+18,202,3,1902,51,1192540,34742,34325856
Malawi,61997,+16,2307 ,None,58824,None,866,67,3125,116,446915,22530,19836111
Ivory Coast,61826,+2,706 ,None,60875,+11,245,None,2264,26,1159053,42438,27311513
Réunion,61188,None,384 ,None,57781,None,3023,18,67652,425,1347378,1489708,904458
DRC,58858,+395,1113 ,None,50930,None,6815,None,630,12,306299,3278,93449004
Guadeloupe,55284,None,748 ,None,2250,None,52286,23,138133,1869,551264,1377396,400222
Fiji,52562,+10,697 ,None,51125,+4,740,None,58032,770,463157,511356,905743
Suriname,51009,+16,1171 ,+1,29577,None,20261,10,85851,1971,161332,271532,594155
Syria,48709,+90,2782 ,+5,29850,+112,16077,None,2690,154,113162,6249,18108084
Eswatini,47851,+347,1248 ,None,45280,+9,1323,11,40643,1060,395038,335530,1177354
French Polynesia,46324,+1,636 ,None,N/A,N/A,N/A,7,163554,2246,None,None,283233
French Guiana,46205,+63,329 ,+1,11254,None,34622,8,149173,1062,458171,1479207,309741
Martinique,45501,None,718 ,None,104,None,44679,1,121385,1915,416247,1110442,374848
Madagascar,44800,None,972 ,None,43119,None,709,22,1561,34,290447,10117,28707975
Sudan,44170,+681,3200 ,+36,35786,+295,5184,None,975,71,238579,5265,45312234
Malta,40015,+81,468 ,None,37822,+61,1725,3,90281,1056,1211456,2733263,443227
Mauritania,39584,+26,842 ,+2,37973,+96,769,15,8205,175,515803,106919,4824240
Cabo Verde,38453,+3,351 ,None,37980,+8,122,23,68103,622,211166,373991,564628
Guyana,38217,+57,1008 ,+2,36268,+98,941,17,48255,1273,398500,503165,791986
Gabon,37511,+34,281 ,+1,33424,+330,3806,8,16304,122,1412633,613981,2300778
Papua New Guinea,35571,+33,550 ,None,34555,None,466,7,3871,60,249149,27113,9189329
Belize,30824,+144,582 ,+3,29225,+246,1017,10,75558,1427,357056,875247,407949
Guinea,30798,+28,388 ,+1,29753,+28,657,49,2258,28,569940,41780,13641593
Togo,26315,+11,243 ,None,25928,+5,144,None,3076,28,585955,68485,8555980
Tanzania,26270,None,730 ,None,N/A,N/A,N/A,7,423,12,None,None,62164023
Barbados,26200,+105,240 ,+2,23596,+179,2364,None,91010,834,443979,1542242,287879
Haiti,25638,+128,750 ,+3,21746,+102,3142,None,2210,65,132422,11414,11601406
Benin,24863,None,161 ,None,24546,None,156,5,1977,13,604310,48050,12576796
Seychelles,23537,None,127 ,None,22912,None,498,None,237223,1280,None,None,99219
Somalia,23051,None,1331 ,None,12325,None,9395,None,1395,81,262138,15862,16526492
Bahamas,22839,+3,705 ,None,21644,+28,490,4,57295,1769,170281,427175,398621
Mauritius,22156,+66,455 ,None,20397,+131,1304,None,17380,357,358675,281360,1274790
Lesotho,21838,None,663 ,None,13741,None,7434,None,10080,306,262081,120967,2166556
Mayotte,21003,None,185 ,None,2964,None,17854,None,74421,656,176919,626883,282220
Burundi,20473,None,38 ,None,773,None,19662,None,1652,3,345742,27890,12396454
Timor-Leste,19828,None,122 ,None,19702,+1,4,None,14640,90,211166,155917,1354346
Channel Islands,19475,+582,105 ,+1,17201,+742,2169,None,110555,596,1085647,6162986,176156
Congo,18970,None,354 ,None,12421,None,6195,None,3321,62,188207,32949,5712141
Iceland,18642,+81,35 ,None,17241,+520,1366,5,54127,102,1265404,3674089,344413
Andorra,18631,+188,133 ,+1,16446,+284,2052,4,240580,1717,204343,2638659,77442
Mali,17971,+56,618 ,None,15321,+23,2032,None,852,29,497355,23589,21083786
Curaçao,17487,+2,180 ,+1,17209,+10,98,3,105947,1091,341980,2071928,165054
Nicaragua,17254,None,210 ,None,4225,None,12819,None,2561,31,None,None,6737323
Tajikistan,17095,None,124 ,None,16966,None,5,None,1737,13,None,None,9843790
Taiwan,16662,+10,848 ,None,15650,+2,164,None,698,36,8542116,357732,23878502
Aruba,16460,+10,174 ,None,16095,None,191,13,153237,1620,177885,1656054,107415
Burkina Faso,16000,None,286 ,None,15345,None,369,None,737,13,234250,10784,21721937
Brunei ,15202,+16,98 ,None,14837,+64,267,None,34279,221,640295,1443816,443474
Equatorial Guinea,13599,None,175 ,None,13346,None,78,1,9259,119,242340,164994,1468777
Djibouti,13508,None,188 ,+1,13294,None,26,None,13393,186,248627,246519,1008551
Saint Lucia,13048,+14,282 ,None,12644,+5,122,6,70595,1526,101304,548096,184829
South Sudan,12823,+65,133 ,None,12463,None,227,2,1127,12,267531,23506,11381500
Hong Kong,12467,+5,213 ,None,12151,+2,103,None,1644,28,28539548,3763108,7584036
New Zealand,12331,+136,44 ,None,5885,+51,6402,48,2465,9,5084606,1016494,5002100 
New Caledonia,12273,+24,279 ,None,11770,+24,224,8,42405,964,42756,147727,289426
Isle of Man,12035,+109,66 ,None,11059,+169,910,1,140469,770,133676,1560232,85677
CAR,11742,None,101 ,None,6859,None,4782,2,2372,20,60228,12168,4949844
Yemen,10034,+9,1955 ,+1,6917,+4,1162,23,326,64,265253,8622,30764781
Gambia,9992,None,342 ,None,9640,None,10,1,3975,136,125061,49753,2513630
Cayman Islands,7663,+134,9 ,+2,3998,+428,3656,14,114671,135,208299,3117035,66826
Eritrea,7484,+26,61 ,None,7271,+31,152,None,2069,17,23693,6551,3616635
Gibraltar,7382,+10,100 ,+1,6991,+36,291,None,219200,2969,421776,12524156,33677
Niger,7091,+11,264 ,+3,6739,+10,88,2,279,10,191567,7525,25456893
Guinea-Bissau,6444,None,149 ,None,6277,None,18,None,3167,73,107685,52930,2034464
Sierra Leone,6402,None,121 ,None,N/A,N/A,N/A,None,780,15,160729,19580,8208868
San Marino,6217,+238,94 ,+1,5772,+162,351,3,182676,2762,93080,2734993,34033
Dominica,6086,None,42 ,None,5644,None,400,None,84245,581,110635,1531450,72242
Grenada,5909,+1,200 ,None,5641,+5,68,2,52168,1766,88276,779348,113269
Liberia,5824,None,287 ,None,5523,None,14,2,1114,55,128246,24533,5227544
Bermuda,5751,None,106 ,None,5615,None,30,2,92836,1711,650541,10501404,61948
Chad,5701,None,181 ,None,4874,None,646,None,333,11,157235,9196,17098962
St. Vincent Grenadines,5623,None,76 ,None,5096,None,451,7,50456,682,91320,819425,111444
Liechtenstein,4941,+48,62 ,None,4530,+173,349,11,129058,1619,80413,2100379,38285
Sint Maarten,4608,+10,75 ,None,4508,+4,25,10,105756,1721,62056,1424217,43572
Comoros,4543,+1,151 ,+1,4313,None,79,None,5070,169,None,None,896077
Antigua and Barbuda,4148,+1,117 ,None,4019,None,12,1,41861,1181,18088,182541,99090
Saint Martin,3973,None,56 ,None,1399,None,2518,7,100305,1414,54303,1370976,39609
Faeroe Islands,3957,+41,13 ,None,3393,+30,551,7,80543,265,577000,11744591,49129
Monaco,3902,+17,36 ,None,3736,+25,130,1,98436,908,54960,1386478,39640
Sao Tome and Principe,3733,None,56 ,None,3675,None,2,None,16593,249,14934,66380,224978
Turks and Caicos,3107,None,25 ,None,3055,None,27,None,78726,633,94789,2401789,39466
Caribbean Netherlands,3057,+17,22 ,None,2851,+40,184,None,115046,828,30126,1133750,26572
British Virgin Islands,2816,+7,38 ,None,N/A,N/A,N/A,7,92270,1245,82570,2705528,30519
Saint Kitts and Nevis,2790,None,28 ,None,2751,+2,11,1,51919,521,57035,1061353,53738
Bhutan,2641,None,3 ,None,2625,None,13,None,3370,4,1251658,1596979,783766
Greenland,1621,+39, ,None,1419,+158,202,2,28483,None,113690,1997681,56911
St. Barth,1603,None,6 ,None,N/A,N/A,N/A,None,161593,605,56491,5694657,9920
Anguilla,1469,+55,4 ,+1,1383,+60,82,None,96677,263,51382,3381507,15195
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41435,639,20508,1871680,10957
Saint Pierre Miquelon,91,+6, ,None,60,+11,31,None,15818,None,13137,2283504,5753
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22897,None,8316,2294069,3625
Macao,77,None, ,None,77,None,0,None,116,None,5019,7582,661998
Montserrat,44,None,1 ,None,41,None,2,None,8807,200,2989,598279,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6330,710950
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,618322
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816710,18217
Vanuatu,6,None,1 ,None,5,None,0,None,19,3,23000,72464,317401
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59762
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200301
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6103
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116748
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107409
