Region,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,SeriousCases,CasesPerM,DeathsPerM,TotalTests,TestsPerM,Population
Morocco,952916,+102,14810 ,+1,936597,+147,1509,103,25375,394,10659005,283837,37553255
Georgia,910456,+1296,13116 ,+45,863076,+4127,34264,None,228878,3297,12462653,3132967,3977908
Nepal,825954,+218,11574 ,+1,809155,+263,5225,114,27618,387,4771758,159557,29906198
Slovakia,807339,+1224,16068 ,+54,716481,+2937,74790,543,147769,2941,4967400,909192,5463530
UAE,744438,+301,2152 ,+1,738785,+149,3501,None,73956,214,107090244,10638866,10065945
Bulgaria,726794,+2001,30239 ,+157,600728,+2025,95827,506,105769,4401,7156089,1041413,6871522
Tunisia,721103,+72,25475 ,+5,694280,+228,1348,76,60090,2123,3270912,272569,12000312
Lebanon,701749,+806,8950 ,+14,649517,+2249,43282,186,103495,1320,4795578,707260,6780499
Belarus,685462,+834,5399 ,+14,677045,+657,3018,None,72576,572,10836163,1147321,9444753
Croatia,675730,+367,12043 ,+62,644117,+3341,19570,268,166107,2960,3647762,896688,4068038
Ireland,661388,+4788,5835 ,None,518948,+5959,136605,104,131782,1163,9313992,1855814,5018818
Denmark,627356,+10082,3084 ,+8,513181,+7137,111091,66,107753,530,102257394,17563405,5822185
Guatemala,623795,+133,16077 ,+10,607014,+161,704,5,33898,874,3222269,175103,18402096
Azerbaijan,610895,+577,8208 ,+9,587338,+672,15349,None,59463,799,5757381,560413,10273463
Sri Lanka,580209,+524,14771 ,+19,557621,+295,7817,None,26930,686,5726599,265794,21545220
S. Korea,570417,+5319,4776 ,+54,456126,+2100,109515,997,11112,93,15804065,307867,51334052
Costa Rica,568755,+71,7342 ,+2,559941,+72,1472,53,110171,1422,2908952,563481,5162469
Bolivia,564747,+889,19440 ,+12,511260,+174,34047,220,47430,1633,2615853,219692,11906895
Saudi Arabia,550988,+146,8864 ,+2,540178,+99,1946,31,15473,249,32413727,910241,35610063
Ecuador,537220,+188,33614 ,+17,443880,None,59726,759,29785,1864,2103013,116598,18036495
Myanmar,528380,+127,19226 ,+6,505761,+366,3393,None,9616,350,5909389,107549,54945859
Lithuania,503011,+651,7153 ,+29,467948,+198,27910,104,188647,2683,6462129,2423523,2666419
Panama,483638,+252,7400 ,+2,472089,+195,4149,16,109556,1676,4371071,990160,4414510
Paraguay,464703,+73,16583 ,+8,447130,+95,990,50,63998,2284,2002195,275737,7261240
Slovenia,449148,+584,5506 ,+10,425374,+765,18268,215,216003,2648,2026862,974754,2079358
Venezuela,441937,+375,5291 ,+6,430351,+402,6295,681,15607,187,3359014,118620,28317471
Palestine,436702,+389,4607 ,+5,428032,+180,4063,55,82780,873,2811936,533026,5275422
Kuwait,414178,+80,2466 ,None,411118,+25,594,3,94923,565,5738643,1315199,4363326
Dominican Republic,411883,+162,4223 ,None,406256,+215,1404,96,37418,384,2532073,230027,11007742
Uruguay,404821,+361,6156 ,+1,395799,+274,2866,21,115947,1763,4286277,1227658,3491426
Mongolia,387116,+125,2045 ,+2,313256,None,71815,192,115357,609,4030048,1200916,3355813
Libya,382341,+592,5607 ,+9,370567,+793,6167,None,54554,800,1982408,282856,7008532
Honduras,378804,None,10428 ,None,123618,None,244758,38,37372,1029,1132491,111730,10135933
Ethiopia,377056,+681,6872 ,+6,351059,+186,19125,138,3165,58,3981630,33419,119141337
Egypt,376233,+903,21410 ,+49,313051,+760,41772,90,3577,204,3693367,35119,105167847
Moldova,372429,+229,9521 ,+28,358118,+461,4790,155,92640,2368,2326057,578596,4020178
Norway,354465,+4041,1207 ,+3,88952,None,264306,121,64642,220,9126520,1664350,5483535
Armenia,343708,+72,7903 ,+4,328799,+364,7006,None,115673,2660,2497107,840385,2971385
Oman,304874,+31,4113 ,None,300203,+12,558,2,57554,776,25000000,4719520,5297149
Bosnia and Herzegovina,285133,+240,13188 ,+33,192218,None,79727,None,87711,4057,1449713,445955,3250809
Bahrain,278600,+101,1394 ,None,276603,+32,603,1,155794,780,7796697,4359947,1788255
Singapore,276105,+195,815 ,+2,271753,+396,3537,29,46655,138,21098774,3565213,5917956
Latvia,267465,+326,4454 ,+10,253282,+691,9729,84,144145,2400,5524045,2977076,1855527
Kenya,264727,+1020,5353 ,None,249315,+19,10059,16,4769,96,2933764,52852,55509468
Australia,254685,+3957,2146 ,None,222384,+1551,30155,114,9820,83,51880210,2000430,25934532
Qatar,246714,+177,614 ,None,243785,+151,2315,11,87867,219,3109035,1107283,2807805 
Estonia,232505,+385,1888 ,+4,217356,+156,13261,22,175099,1422,2448372,1843866,1327847
Nigeria,225255,+1368,2985 ,None,211660,+123,10610,11,1054,14,3686403,17256,213635173
North Macedonia,221411,+126,7825 ,+10,208209,+261,5377,None,106282,3756,1551730,744861,2083248
Finland,219250,+5932,1493 ,+39,46000,None,171757,60,39481,269,8355976,1504667,5553374
Zambia,217117,+609,3684 ,+5,207424,+201,6009,112,11344,192,2829589,147844,19139030
Algeria,214835,+243,6190 ,+6,147829,+189,60816,22,4773,138,230861,5129,45013568
Albania,205897,+120,3172 ,+6,197547,+171,5178,23,71662,1104,1441247,501621,2873177
Botswana,204701,+4837,2425 ,None,193454,+1002,8822,1,84541,1002,1985958,820196,2421321
Uzbekistan,197268,+194,1461 ,+3,194052,+135,1755,23,5771,43,1377915,40312,34181595
Zimbabwe,195079,+2283,4805 ,+18,140812,+2415,49462,12,12850,317,1780757,117304,15180687
Kyrgyzstan,184218,+23,2784 ,+1,179311,+29,2123,131,27568,417,1889527,282768,6682249
Montenegro,161127,+132,2378 ,+3,156855,+222,1894,60,256497,3786,940615,1497358,628183
Mozambique,160457,+553,1952 ,None,150484,+49,8021,13,4931,60,1028872,31619,32539667
Afghanistan,157797,+10,7335 ,None,145268,+34,5194,1124,3924,182,811979,20191,40214860
Cyprus,145996,+835,623 ,+3,124370,None,21003,60,119642,511,9477138,7766395,1220275
Namibia,139518,+1334,3583 ,+1,127439,+70,8496,16,53487,1374,842897,323139,2608462
Ghana,132132,+221,1257 ,+2,129701,+18,1174,5,4126,39,2047201,63925,32024909
Uganda,129319,+258,3274 ,+1,98053,+82,27992,74,2702,68,2066294,43175,47858733
El Salvador,121579,+49,3809 ,+2,105672,+105,12098,198,18606,583,1495711,228901,6534309
Cambodia,120423,+7,3005 ,None,116803,+11,615,None,7059,176,2745722,160956,17058810
Cameroon,108026,+364,1841 ,+5,105735,+428,450,13,3926,67,1751774,63666,27515278
Rwanda,101889,+307,1345 ,+1,45522,None,55022,None,7590,100,3811370,283938,13423252
Laos,99396,+824,274 ,+1,7339,None,91783,None,13377,37,896123,120599,7430615
Luxembourg,97029,+921,903 ,+5,90713,+1256,5413,18,151387,1409,3776879,5892792,640932
Maldives,94057,+100,260 ,+1,91832,+119,1965,23,169618,469,1833257,3306013,554522
Jamaica,92089,+37,2449 ,+3,64004,+143,25636,2,30901,822,692662,232424,2980165
Trinidad and Tobago,85873,+451,2612 ,+32,67651,+383,15610,22,61070,1858,487240,346506,1406150
Senegal,74183,+22,1886 ,None,72221,+9,76,2,4266,108,903402,51946,17391150
DRC,67298,+967,1126 ,None,50930,None,15242,None,719,12,306299,3274,93553626
Réunion,67237,None,393 ,None,62026,None,4818,21,74319,434,1347378,1489306,904702
Angola,66086,+148,1738 ,None,63822,+52,526,3,1923,51,1232382,35861,34365146
Malawi,65223,+482,2313 ,+2,59161,+5,3749,67,3285,116,463170,23328,19855082
Ivory Coast,62166,+47,706 ,None,61132,+19,328,None,2274,26,1194265,43687,27336574
Eswatini,61146,+1110,1263 ,+2,49913,+1045,9970,11,51915,1072,416760,353842,1177813
Guadeloupe,55441,None,749 ,None,2250,None,52442,23,138525,1871,551264,1377385,400225
Fiji,52651,+5,697 ,None,51205,None,749,None,58114,769,468032,516597,905991
Suriname,51416,+10,1185 ,+2,48875,+1,1356,11,86507,1994,165674,278746,594355
Syria,49806,+55,2850 ,+4,31266,+100,15690,None,2748,157,113162,6244,18124393
Madagascar,47295,None,996 ,None,43961,None,2338,22,1646,35,307183,10690,28735294
French Guiana,46841,+109,337 ,+1,11254,None,35250,5,151081,1087,475616,1534057,310038
Martinique,46700,None,749 ,None,104,None,45847,1,124587,1998,438296,1169298,374837
French Polynesia,46342,None,636 ,None,N/A,N/A,N/A,7,163582,2245,None,None,283295
Sudan,45901,+789,3295 ,+6,36009,None,6597,None,1012,73,238579,5261,45351500
Malta,42105,+252,471 ,None,39032,+80,2602,5,94987,1063,1211456,2732986,443272
Mauritania,40126,+43,855 ,+2,38777,+36,494,15,8309,177,540664,111963,4828931
Guyana,38891,+21,1033 ,+3,37099,+57,759,11,49097,1304,412954,521320,792131
Cabo Verde,38596,+7,351 ,None,38124,+5,121,23,68329,621,211692,374770,564859
Gabon,37830,+87,286 ,+1,35893,+405,1651,10,16428,124,1462919,635281,2302792
Papua New Guinea,36004,None,589 ,None,35252,None,163,7,3915,64,249149,27094,9195822
Belize,31294,+48,591 ,+2,30237,+127,466,4,76659,1448,370663,907987,408225
Guinea,30814,None,388 ,None,29776,None,650,49,2257,28,569940,41738,13655269
Barbados,27218,None,256 ,None,25653,None,1309,None,94542,889,458730,1593410,287892
Togo,26742,+64,245  ,None,25991,None,506,None,3123,29,600962,70178,8563422
Tanzania,26483,None,734 ,None,N/A,N/A,N/A,7,426,12,None,None,62229366
Haiti,25923,+3,765 ,None,22788,+40,2370,None,2233,66,132422,11409,11606722
Lesotho,25609,+81,665 ,None,14133,+26,10811,None,11817,307,292830,135119,2167205
Benin,24907,None,161 ,None,24705,None,41,5,1978,13,604310,48003,12588984
Seychelles,24047,None,131 ,None,23574,None,342,None,242307,1320,None,None,99242
Somalia,23169,None,1333 ,None,12903,None,8933,None,1400,81,262138,15845,16543518
Bahamas,23112,+117,713 ,None,21702,+19,697,2,57959,1788,177143,444229,398765
Mauritius,22979,+14,680 ,None,21461,+38,838,None,18025,533,358675,281342,1274871
Channel Islands,22304,+637,110 ,None,20229,+597,1965,None,126570,624,1102820,6258271,176218
Burundi,22212,+377,38 ,None,773,None,21401,None,1790,3,345742,27860,12410060
Mayotte,21180,None,185 ,None,2964,None,18031,None,74981,655,176919,626322,282473
Andorra,21062,+513,137 ,+3,19164,+879,1761,31,271954,1769,218899,2826436,77447
Iceland,20890,+167,37 ,+1,19036,+392,1817,2,60639,107,1315669,3819090,344498
Timor-Leste,19833,None,122 ,None,19704,None,7,None,14634,90,211166,155807,1355308
Mali,19365,+59,646 ,+7,16219,+180,2500,None,918,31,519417,24610,21106188
Congo,19179,None,365 ,None,12421,None,6393,None,3355,64,188207,32919,5717352
Curaçao,17807,+37,184 ,None,17391,+21,232,3,107870,1115,365693,2215261,165079
Nicaragua,17391,None,210 ,None,4225,None,12956,None,2580,31,None,None,6740337
Tajikistan,17095,None,124 ,None,16966,None,5,None,1735,13,None,None,9852005
Aruba,16848,+41,180 ,None,16401,+38,267,9,156825,1675,177885,1655792,107432
Taiwan,16816,+11,850 ,None,15751,+4,215,None,704,36,8937193,374252,23880146
Burkina Faso,16672,None,296 ,None,15926,None,450,None,767,14,234250,10773,21743943
Brunei ,15412,+10,98 ,None,15113,+15,201,None,34740,221,668138,1506057,443634
Equatorial Guinea,13618,None,175 ,None,13407,None,36,1,9260,119,263190,178974,1470549
South Sudan,13614,+155,133 ,None,12614,None,867,2,1196,12,284611,24995,11386518
Djibouti,13538,+3,189 ,None,13304,None,45,None,13416,187,254217,251924,1009101
New Zealand,13495,+70,49 ,None,11642,+168,1804,40,2698,10,5420104,1083566,5002100 
Saint Lucia,13166,+17,293 ,None,12780,+8,93,3,71221,1585,104523,565414,184861
Isle of Man,13154,+57,67 ,None,12477,+58,610,1,153500,782,133676,1559923,85694
Hong Kong,12534,+7,213 ,None,12184,None,137,None,1652,28,28539548,3761955,7586360
New Caledonia,12519,+17,280 ,None,12074,+42,165,4,43239,967,42756,147673,289531
CAR,11961,None,101 ,None,6859,None,5001,2,2415,20,60228,12160,4953060
Yemen,10102,+1,1977 ,+1,6976,+3,1149,23,328,64,265253,8615,30789967
Gambia,10051,None,342 ,None,9647,None,62,1,3994,136,128823,51197,2516237
Cayman Islands,8097,None,9 ,None,4660,None,3428,17,121111,135,215963,3230271,66856
Gibraltar,7843,+18,100 ,None,7363,+25,380,3,232896,2969,436713,12968078,33676
Eritrea,7779,+16,70 ,None,7566,+12,143,None,2150,19,23693,6548,3618512
Niger,7214,+3,272 ,None,6879,None,63,2,283,11,199532,7828,25490615
San Marino,7160,+153,96 ,+1,6202,+43,862,6,210365,2821,99475,2922641,34036
Sierra Leone,6510,+5,121 ,None,N/A,N/A,N/A,None,792,15,160729,19565,8215084
Guinea-Bissau,6456,None,149 ,None,6289,None,18,None,3171,73,109741,53894,2036248
Dominica,6430,+144,44 ,+2,5985,+111,401,None,88998,609,118961,1646542,72249
Grenada,5920,+1,200 ,None,5678,+1,42,None,52256,1765,90197,796167,113289
Bermuda,5917,+102,106 ,None,5659,+12,152,None,95528,1711,679407,10968792,61940
Liberia,5916,+72,287 ,None,5535,None,94,2,1131,55,128246,24511,5232103
St. Vincent Grenadines,5784,+26,79 ,+2,5123,+12,582,7,51894,709,93271,836826,111458
Chad,5701,None,181 ,None,4874,None,646,None,333,11,157235,9186,17117064
Liechtenstein,5672,+11,68 ,None,5274,+122,330,14,148137,1776,80413,2100159,38289
Faeroe Islands,4735,None,13 ,None,4359,None,363,7,96365,265,614000,12495930,49136
Sint Maarten,4696,+12,75 ,None,4562,+5,59,10,107729,1721,62056,1423597,43591
Comoros,4677,+10,152 ,+1,4408,None,117,None,5215,169,None,None,896787
Monaco,4423,+17,37 ,None,4103,+30,283,4,111548,933,54960,1386094,39651
Antigua and Barbuda,4198,None,117 ,None,4039,None,42,1,42352,1180,18559,187236,99121
Saint Martin,4008,None,56 ,None,1399,None,2553,7,101125,1413,78366,1977242,39634
Sao Tome and Principe,3735,None,57 ,None,3676,None,2,None,16590,253,15154,67311,225134
Caribbean Netherlands,3213,+9,22 ,None,3085,+16,106,None,120876,828,30126,1133366,26581
Turks and Caicos,3172,+9,25 ,None,3085,+1,62,None,80332,633,94789,2400572,39486
British Virgin Islands,2886,None,39 ,None,N/A,N/A,N/A,7,94539,1278,82570,2704819,30527
Saint Kitts and Nevis,2808,+7,28 ,None,2765,None,15,1,52240,521,57508,1069876,53752
Bhutan,2657,None,3 ,None,2641,None,13,None,3389,4,1273797,1624555,784090
Greenland,1969,None, ,None,1736,None,233,2,34595,None,127046,2232206,56915
Anguilla,1629,+37,5 ,+1,1582,+61,42,None,107171,329,51382,3380395,15200
St. Barth,1621,None,6 ,None,N/A,N/A,N/A,None,163391,605,56491,5694083,9921
Diamond Princess,712,None,13 ,None,699,None,0,None,None,None,None,None, 
Wallis and Futuna,454,None,7 ,None,438,None,9,None,41465,639,20508,1873048,10949
Saint Pierre Miquelon,96,None, ,None,74,None,22,None,16690,None,13534,2352921,5752
Falkland Islands,83,None, ,None,N/A,N/A,N/A,None,22871,None,8316,2291540,3629
Macao,77,None, ,None,77,None,0,None,116,None,5019,7578,662336
Montserrat,45,+1,1 ,None,43,None,1,None,9007,200,3230,646517,4996
Vatican City,27,None, ,None,27,None,0,None,33582,None,None,None,804
Solomon Islands,20,None, ,None,20,None,0,None,28,None,4500,6324,711597
Western Sahara,10,None,1 ,None,8,None,1,None,16,2,None,None,618885
MS Zaandam,9,None,2 ,None,7,None,0,None,None,None,None,None, 
Palau,8,None, ,None,8,None,0,None,439,None,14878,816530,18221
Vanuatu,6,None,1 ,None,5,None,0,None,19,3,23000,72401,317676
Marshall Islands,4,None, ,None,4,None,0,None,67,None,None,None,59777
Samoa,3,None, ,None,3,None,0,None,15,None,None,None,200352
Saint Helena,2,None, ,None,2,None,0,None,328,None,None,None,6104
Micronesia,1,None, ,None,1,None,0,None,9,None,None,None,116794
Tonga,1,None, ,None,1,None,0,None,9,None,None,None,107455
